date,time,round,home_team,away_team,venue,result,home_goals,away_goals,home_poss,away_poss,home_xg,away_xg,home_sh,away_sh,home_shot_on_target,away_shot_on_target,home_form_last_5,home_avg_goals_last_5,home_avg_goals_conceded_last_5,home_avg_xg_last_5,home_avg_xg_conceded_last_5,home_avg_poss_last_5,home_avg_shots_last_5,home_avg_shots_on_target_last_5,away_form_last_5,away_avg_goals_last_5,away_avg_goals_conceded_last_5,away_avg_xg_last_5,away_avg_xg_conceded_last_5,away_avg_poss_last_5,away_avg_shots_last_5,away_avg_shots_on_target_last_5,home_Arsenal,home_Aston Villa,home_Bournemouth,home_Brentford,home_Brighton,home_Chelsea,home_Crystal Palace,home_Everton,home_Fulham,home_Ipswich Town,home_Leicester City,home_Liverpool,home_Manchester City,home_Manchester Utd,home_Newcastle Utd,home_Nott'ham Forest,home_Southampton,home_Tottenham,home_West Ham,home_Wolves,away_Arsenal,away_Aston Villa,away_Bournemouth,away_Brentford,away_Brighton,away_Chelsea,away_Crystal Palace,away_Everton,away_Fulham,away_Ipswich Town,away_Leicester City,away_Liverpool,away_Manchester City,away_Manchester Utd,away_Newcastle Utd,away_Nott'ham Forest,away_Southampton,away_Tottenham,away_West Ham,away_Wolves,form_difference,goals_difference,xg_difference,poss_difference,defensive_difference
2024-11-02,15:00,Matchweek 10,Nott'ham Forest,West Ham,Home,1,3,0,54.0,46.0,2.2,0.1,19.0,4.0,6.0,1.0,0.2,1.4,1.0,1.2999999999999998,1.2799999999999998,38.4,14.0,4.6,0.0,1.6,2.0,1.8199999999999998,1.48,46.6,15.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,-0.20000000000000018,-0.52,-8.200000000000003,1.0
2024-11-02,15:00,Matchweek 10,Southampton,Everton,Home,1,1,0,65.0,35.0,0.7,1.6,9.0,16.0,2.0,5.0,-0.8,1.0,2.2,1.1800000000000002,2.34,47.8,9.4,3.4,0.4,1.2,0.6,1.04,1.24,40.2,10.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.2000000000000002,-0.19999999999999996,0.14000000000000012,7.599999999999994,-1.6
2024-11-02,17:30,Matchweek 10,Wolves,Crystal Palace,Home,0,2,2,57.0,43.0,1.5,2.4,11.0,19.0,6.0,6.0,-0.8,1.6,2.8,0.8400000000000001,2.2600000000000002,44.0,10.4,4.4,-0.4,0.4,0.8,0.86,1.2600000000000002,41.4,13.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,1.2000000000000002,-0.019999999999999907,2.6000000000000014,-1.9999999999999998
2024-11-03,14:00,Matchweek 10,Tottenham,Aston Villa,Home,1,4,1,51.0,49.0,2.4,1.8,16.0,12.0,6.0,1.0,0.2,2.4,1.2,2.3600000000000003,1.04,58.2,18.6,6.4,0.4,1.8,1.0,1.28,0.8799999999999999,53.4,11.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.5999999999999999,1.0800000000000003,4.800000000000004,-0.19999999999999996
2024-11-03,16:30,Matchweek 10,Manchester Utd,Chelsea,Home,0,1,1,46.0,54.0,2.0,1.1,10.0,12.0,3.0,3.0,-0.2,0.6,1.2,1.3599999999999999,1.92,52.2,15.4,5.6,0.4,2.2,1.2,2.26,1.32,52.0,15.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6000000000000001,-1.6,-0.8999999999999999,0.20000000000000284,0.0
2024-11-04,20:00,Matchweek 10,Fulham,Brentford,Home,1,2,1,68.0,32.0,1.3,0.6,26.0,5.0,12.0,2.0,0.0,1.6,1.6,1.8199999999999998,1.26,50.4,13.8,4.4,0.0,2.4,2.4,2.06,1.6200000000000003,53.6,11.8,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.7999999999999998,-0.2400000000000002,-3.200000000000003,0.7999999999999998
2024-11-09,15:00,Matchweek 11,Brentford,Bournemouth,Home,1,3,2,51.0,49.0,1.5,2.6,12.0,15.0,6.0,3.0,0.0,2.4,2.2,2.02,1.1800000000000002,49.6,11.6,5.2,0.4,1.6,0.8,1.5,1.1,44.6,13.4,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.7999999999999998,0.52,5.0,-1.4000000000000001
2024-11-09,15:00,Matchweek 11,Crystal Palace,Fulham,Home,-1,0,2,36.0,64.0,1.5,1.8,13.0,17.0,4.0,7.0,-0.4,0.8,1.2,1.1400000000000001,1.2399999999999998,43.4,15.8,5.6,0.0,1.4,1.6,1.6400000000000001,1.08,56.2,14.6,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.5999999999999999,-0.5,-12.800000000000004,0.40000000000000013
2024-11-09,15:00,Matchweek 11,West Ham,Everton,Home,0,0,0,49.0,51.0,0.8,1.1,11.0,18.0,6.0,4.0,0.0,1.6,2.0,1.6599999999999997,1.48,45.2,13.6,4.2,0.2,1.0,0.6,1.14,1.24,38.8,10.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.6000000000000001,0.5199999999999998,6.400000000000006,-1.4
2024-11-09,15:00,Matchweek 11,Wolves,Southampton,Home,1,2,0,29.0,71.0,1.3,0.6,8.0,9.0,4.0,0.0,-0.6,1.8,2.6,1.04,2.4,46.0,10.6,4.8,-0.6,1.0,2.0,0.8399999999999999,2.34,50.2,9.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.8,0.20000000000000018,-4.200000000000003,-0.6000000000000001
2024-11-09,17:30,Matchweek 11,Brighton,Manchester City,Home,1,2,1,40.0,60.0,2.3,2.1,10.0,15.0,4.0,6.0,0.0,1.8,2.0,1.2600000000000002,2.0800000000000005,48.4,13.6,5.0,0.4,1.6,1.2,1.72,1.44,63.6,19.6,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4,0.19999999999999996,-0.45999999999999974,-15.200000000000003,-0.8
2024-11-09,20:00,Matchweek 11,Liverpool,Aston Villa,Home,1,2,0,62.0,38.0,2.0,1.2,14.0,12.0,5.0,2.0,0.8,1.8,1.0,1.6400000000000001,0.82,54.0,11.6,5.0,0.0,1.4,1.6,1.3,1.2599999999999998,52.6,12.4,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.40000000000000013,0.3400000000000001,1.3999999999999986,0.6000000000000001
2024-11-10,14:00,Matchweek 11,Manchester Utd,Leicester City,Home,1,3,0,51.0,49.0,0.8,0.6,13.0,6.0,3.0,5.0,-0.2,0.8,1.4,1.44,1.94,48.0,14.4,5.0,0.0,1.6,2.0,1.3,2.2600000000000002,50.2,11.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2,-0.8,0.1399999999999999,-2.200000000000003,0.6000000000000001
2024-11-10,14:00,Matchweek 11,Nott'ham Forest,Newcastle Utd,Home,-1,1,3,44.0,56.0,0.6,1.6,9.0,17.0,3.0,6.0,0.4,1.6,0.6,1.46,1.1,43.2,17.2,5.4,-0.2,0.6,0.8,1.6,1.08,50.4,12.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6000000000000001,1.0,-0.14000000000000012,-7.199999999999996,0.20000000000000007
2024-11-10,14:00,Matchweek 11,Tottenham,Ipswich Town,Home,-1,1,2,66.0,34.0,1.5,1.6,17.0,8.0,5.0,3.0,0.2,2.6,1.2,2.14,1.24,58.8,17.2,5.8,-0.6,1.4,2.6,1.08,2.3200000000000003,45.0,12.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,1.2000000000000002,1.06,13.799999999999997,1.4000000000000001
2024-11-10,16:30,Matchweek 11,Chelsea,Arsenal,Home,0,1,1,49.0,51.0,1.5,1.5,17.0,13.0,3.0,3.0,0.2,1.8,1.4,2.04,1.54,53.4,15.4,5.0,0.0,1.8,1.6,1.98,0.8,58.4,17.8,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.06000000000000005,-5.0,0.20000000000000018
2024-11-23,12:30,Matchweek 12,Leicester City,Chelsea,Home,-1,1,2,37.0,63.0,1.1,2.7,3.0,16.0,0.0,6.0,0.0,1.2,1.8,1.3599999999999999,1.54,54.8,12.0,3.2,0.0,1.2,1.2,1.5,1.6199999999999999,55.0,16.0,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.14000000000000012,-0.20000000000000284,-0.6000000000000001
2024-11-23,15:00,Matchweek 12,Arsenal,Nott'ham Forest,Home,1,3,0,66.0,34.0,1.2,0.3,19.0,7.0,6.0,0.0,-0.2,1.2,1.4,1.4,1.0400000000000003,53.8,13.4,2.6,0.4,1.8,1.0,1.42,1.16,43.8,16.8,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.6000000000000001,-0.6000000000000001,-0.020000000000000018,10.0,-0.3999999999999999
2024-11-23,15:00,Matchweek 12,Aston Villa,Crystal Palace,Home,0,2,2,69.0,31.0,3.0,1.3,16.0,13.0,4.0,6.0,-0.2,1.0,1.6,1.3800000000000001,1.42,49.0,13.4,3.4,-0.4,0.6,1.2,1.26,1.4200000000000002,38.8,15.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1200000000000001,10.200000000000003,-0.40000000000000013
2024-11-23,15:00,Matchweek 12,Bournemouth,Brighton,Home,-1,1,2,55.0,45.0,1.6,0.9,19.0,6.0,5.0,4.0,0.0,1.4,1.2,1.7600000000000002,1.28,46.4,13.6,3.4,0.4,1.8,1.4,1.5,1.6600000000000001,44.6,12.6,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.40000000000000013,0.26000000000000023,1.7999999999999972,0.19999999999999996
2024-11-23,15:00,Matchweek 12,Everton,Brentford,Home,0,0,0,59.0,41.0,1.2,1.1,27.0,9.0,5.0,2.0,0.0,0.6,0.4,1.1800000000000002,1.2200000000000002,40.8,12.6,4.8,0.2,2.8,2.4,2.2399999999999998,1.5000000000000002,48.4,12.4,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-2.1999999999999997,-1.0599999999999996,-7.600000000000001,2.0
2024-11-23,15:00,Matchweek 12,Fulham,Wolves,Home,-1,1,4,59.0,41.0,1.0,1.3,10.0,10.0,3.0,5.0,0.0,1.6,1.6,1.7399999999999998,1.22,57.2,15.4,5.8,-0.2,2.0,2.2,1.1800000000000002,2.0200000000000005,42.8,10.6,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,-0.3999999999999999,0.5599999999999996,14.400000000000006,0.6000000000000001
2024-11-23,17:30,Matchweek 12,Manchester City,Tottenham,Home,-1,0,4,58.0,42.0,2.1,2.5,23.0,9.0,5.0,7.0,0.2,1.6,1.4,1.9600000000000002,1.58,63.2,19.4,6.2,-0.2,2.2,1.6,1.56,1.36,59.8,15.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,-0.6000000000000001,0.40000000000000013,3.4000000000000057,0.20000000000000018
2024-11-24,14:00,Matchweek 12,Southampton,Liverpool,Home,-1,2,3,38.0,62.0,1.3,3.1,6.0,26.0,4.0,10.0,-0.6,0.8,1.8,0.8399999999999999,2.34,52.4,9.0,2.6,0.8,1.8,0.8,1.54,0.9399999999999998,55.4,12.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.4,-1.0,-0.7000000000000002,-3.0,-1.0
2024-11-24,16:30,Matchweek 12,Ipswich Town,Manchester Utd,Home,0,1,1,40.0,60.0,1.6,0.8,11.0,11.0,6.0,4.0,-0.4,1.4,2.4,1.1600000000000001,2.46,43.0,11.0,2.8,0.2,1.4,0.8,1.4,1.18,50.4,14.8,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6000000000000001,0.0,-0.23999999999999977,-7.399999999999999,-1.5999999999999999
2024-11-25,20:00,Matchweek 12,Newcastle Utd,West Ham,Home,-1,0,2,53.0,47.0,1.6,0.9,18.0,15.0,2.0,6.0,0.0,1.0,0.8,1.6,1.02,54.0,14.2,3.8,0.0,1.4,1.8,1.6199999999999999,1.6199999999999999,46.4,12.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-0.3999999999999999,-0.019999999999999796,7.600000000000001,1.0
2024-11-29,20:00,Matchweek 13,Brighton,Southampton,Home,0,1,1,53.0,47.0,1.7,1.0,22.0,10.0,5.0,2.0,0.4,1.6,1.2,1.32,1.7200000000000002,45.4,11.6,4.8,-0.6,1.0,1.8,0.9800000000000001,2.4,51.8,8.6,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.6000000000000001,0.33999999999999997,-6.399999999999999,0.6000000000000001
2024-11-30,15:00,Matchweek 13,Brentford,Leicester City,Home,1,4,1,60.0,40.0,2.4,1.1,13.0,7.0,6.0,3.0,0.0,1.8,1.8,1.6199999999999999,1.54,47.8,10.6,4.0,-0.4,1.2,2.2,1.42,1.6600000000000001,53.2,11.4,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.6000000000000001,0.19999999999999996,-5.400000000000006,0.40000000000000013
2024-11-30,15:00,Matchweek 13,Crystal Palace,Newcastle Utd,Home,0,1,1,49.0,51.0,1.7,0.0,16.0,1.0,3.0,0.0,-0.2,1.0,1.4,1.4,1.7399999999999998,38.6,15.8,5.8,-0.2,1.0,1.2,1.5,1.06,51.2,15.2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.10000000000000009,-12.600000000000001,-0.19999999999999996
2024-11-30,15:00,Matchweek 13,Nott'ham Forest,Ipswich Town,Home,1,1,0,45.0,55.0,1.6,0.6,11.0,7.0,4.0,2.0,0.2,1.6,1.4,1.3,0.9399999999999998,43.6,15.0,4.0,-0.2,1.4,1.8,1.3599999999999999,1.9,41.4,11.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0.20000000000000018,-0.05999999999999983,2.200000000000003,0.40000000000000013
2024-11-30,15:00,Matchweek 13,Wolves,Bournemouth,Home,-1,2,4,60.0,40.0,0.5,3.3,10.0,9.0,3.0,5.0,0.2,2.2,1.4,1.2400000000000002,1.38,39.8,9.2,4.8,0.0,1.6,1.4,1.6600000000000001,1.3,46.4,13.6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,-0.41999999999999993,-6.600000000000001,0.0
2024-11-30,17:30,Matchweek 13,West Ham,Arsenal,Home,-1,2,5,40.0,60.0,1.5,3.5,12.0,14.0,5.0,5.0,0.0,1.0,1.6,1.0799999999999998,1.8199999999999998,45.4,10.4,3.6,-0.2,1.2,1.2,1.08,0.9800000000000002,55.2,11.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.19999999999999996,-2.220446049250313e-16,-9.800000000000004,-0.40000000000000013
2024-12-01,13:30,Matchweek 13,Chelsea,Aston Villa,Home,1,3,0,64.0,36.0,1.6,1.2,17.0,10.0,8.0,3.0,0.2,1.4,1.2,1.58,1.6600000000000001,54.6,14.8,4.2,-0.2,1.4,2.0,1.8800000000000001,1.56,52.2,14.4,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,-0.30000000000000004,2.3999999999999986,0.8
2024-12-01,13:30,Matchweek 13,Manchester Utd,Everton,Home,1,4,0,60.0,40.0,1.1,0.6,11.0,8.0,5.0,2.0,0.2,1.6,1.0,1.44,1.4,53.0,15.0,5.2,0.0,0.6,0.4,1.28,1.02,46.0,16.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.0,0.15999999999999992,7.0,-0.6
2024-12-01,13:30,Matchweek 13,Tottenham,Fulham,Home,0,1,1,51.0,49.0,0.8,1.5,8.0,14.0,3.0,6.0,0.2,2.6,1.0,1.8,1.42,56.4,15.0,5.6,0.0,1.4,1.8,1.42,1.1600000000000001,60.6,15.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,1.2000000000000002,0.3800000000000001,-4.200000000000003,0.8
2024-12-01,16:00,Matchweek 13,Liverpool,Manchester City,Home,1,2,0,44.0,56.0,3.4,0.8,17.0,8.0,6.0,2.0,0.8,2.2,1.2,1.8800000000000001,1.08,54.2,14.6,6.2,-0.2,1.0,1.8,2.06,1.56,63.2,20.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.2000000000000002,-0.17999999999999994,-9.0,0.6000000000000001
2024-12-03,19:30,Matchweek 14,Ipswich Town,Crystal Palace,Home,-1,0,1,54.0,46.0,0.5,1.6,9.0,13.0,2.0,3.0,-0.2,1.4,1.6,1.2200000000000002,1.8800000000000001,41.4,10.2,3.6,0.0,1.2,1.4,1.54,1.4,38.6,15.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.19999999999999996,-0.31999999999999984,2.799999999999997,-0.20000000000000018
2024-12-03,20:15,Matchweek 14,Leicester City,West Ham,Home,1,3,1,39.0,61.0,1.7,3.0,8.0,31.0,6.0,8.0,-0.8,0.8,2.6,1.02,1.72,49.6,9.4,2.8,0.0,1.2,1.8,1.22,2.1399999999999997,44.8,10.6,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8,-0.3999999999999999,-0.19999999999999996,4.800000000000004,-0.8
2024-12-04,19:30,Matchweek 14,Everton,Wolves,Home,1,4,0,44.0,56.0,1.0,0.8,13.0,6.0,4.0,2.0,-0.4,0.2,1.2,1.06,0.9800000000000001,45.0,15.8,4.2,0.2,2.4,1.8,1.1800000000000002,1.72,47.2,10.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6000000000000001,-2.1999999999999997,-0.1200000000000001,-2.200000000000003,0.6000000000000001
2024-12-04,19:30,Matchweek 14,Manchester City,Nott'ham Forest,Home,1,3,0,66.0,34.0,2.4,1.0,17.0,12.0,6.0,3.0,-0.6,0.6,2.0,1.9,2.08,59.0,17.2,4.8,0.2,1.6,1.4,1.28,0.86,42.4,13.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.8,-1.0,0.6199999999999999,16.6,-0.6000000000000001
2024-12-04,19:30,Matchweek 14,Newcastle Utd,Liverpool,Home,0,3,3,42.0,58.0,2.1,1.9,17.0,16.0,6.0,5.0,0.0,1.2,1.2,1.1,1.1800000000000002,49.4,11.2,2.8,0.8,2.2,1.0,2.18,1.04,54.4,16.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8,-1.0000000000000002,-1.08,-5.0,-0.19999999999999996
2024-12-04,19:30,Matchweek 14,Southampton,Chelsea,Home,-1,1,5,45.0,55.0,1.6,5.2,6.0,26.0,4.0,11.0,-0.4,0.8,1.4,0.7599999999999999,2.12,52.8,7.8,2.0,0.6,1.8,0.8,1.7,1.52,56.0,15.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-0.9400000000000001,-3.200000000000003,-0.5999999999999999
2024-12-04,20:15,Matchweek 14,Arsenal,Manchester Utd,Home,1,2,0,51.0,49.0,2.1,0.2,14.0,5.0,6.0,2.0,0.2,2.2,1.2,1.64,0.9200000000000002,57.0,13.0,3.4,0.2,2.0,0.8,1.4,1.3399999999999999,55.0,12.6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.20000000000000018,0.24,2.0,-0.3999999999999999
2024-12-04,20:15,Matchweek 14,Aston Villa,Brentford,Home,1,3,1,49.0,51.0,2.4,0.9,19.0,9.0,9.0,1.0,-0.6,0.8,2.4,1.8,1.52,49.8,13.6,3.6,0.4,2.4,1.6,1.92,1.5,49.8,11.6,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.5999999999999999,-0.11999999999999988,0.0,-0.7999999999999998
2024-12-05,19:30,Matchweek 14,Fulham,Brighton,Home,1,3,1,43.0,57.0,1.1,1.4,6.0,13.0,2.0,3.0,0.2,1.4,1.4,1.36,1.0,60.0,16.2,6.2,0.2,1.6,1.4,1.44,1.52,48.0,14.0,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.20000000000000018,-0.07999999999999985,12.0,0.0
2024-12-05,20:15,Matchweek 14,Bournemouth,Tottenham,Home,1,1,0,35.0,65.0,3.5,0.9,21.0,12.0,8.0,4.0,0.0,2.0,1.8,1.9600000000000002,1.2600000000000002,44.6,13.0,4.4,0.0,2.0,1.0,1.58,1.56,55.2,12.2,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.3800000000000001,-10.600000000000001,-0.8
2024-12-07,15:00,Matchweek 15,Aston Villa,Southampton,Home,1,1,0,47.0,53.0,2.3,0.3,18.0,4.0,4.0,0.0,-0.4,1.2,2.4,1.92,1.64,48.2,13.8,3.8,-0.4,1.0,2.2,1.0399999999999998,2.58,53.2,8.0,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.19999999999999996,0.8800000000000001,-5.0,-0.19999999999999973
2024-12-07,15:00,Matchweek 15,Brentford,Newcastle Utd,Home,1,4,2,43.0,57.0,1.2,1.5,11.0,16.0,7.0,3.0,0.0,1.8,1.6,1.3,1.7200000000000002,47.0,9.6,3.4,0.2,1.6,1.4,1.1600000000000001,1.24,47.8,12.4,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2,0.19999999999999996,0.1399999999999999,-0.7999999999999972,-0.20000000000000018
2024-12-07,15:00,Matchweek 15,Crystal Palace,Manchester City,Home,0,2,2,32.0,68.0,1.3,1.4,12.0,12.0,3.0,4.0,0.0,1.2,1.4,1.7,1.36,41.0,14.8,4.4,-0.6,1.0,2.0,1.8,2.2399999999999998,60.8,16.2,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.19999999999999996,-0.10000000000000009,-19.799999999999997,0.6000000000000001
2024-12-07,17:30,Matchweek 15,Manchester Utd,Nott'ham Forest,Home,-1,2,3,71.0,29.0,1.6,0.8,17.0,11.0,7.0,3.0,0.2,1.8,0.8,0.9800000000000001,1.2,53.2,10.0,3.4,-0.2,1.0,1.8,1.1400000000000001,1.1800000000000002,42.2,11.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0.8,-0.16000000000000003,11.0,1.0
